"rec","presence","site","year","month","day","hour","minute","species","songtype"
"20240927_190500.WAV",0,Winkeläcker,2024,9,27,19,9,"Strix aluco","Common Song"
"20240927_190500.WAV",0,Winkeläcker,2024,9,27,19,10,"Strix aluco","Common Song"
"20240927_190500.WAV",0,Winkeläcker,2024,9,27,19,11,"Strix aluco","Common Song"
"20240927_190500.WAV",0,Winkeläcker,2024,9,27,19,12,"Strix aluco","Common Song"
"20240927_190500.WAV",0,Winkeläcker,2024,9,27,19,13,"Strix aluco","Common Song"
"20240927_190500.WAV",0,Winkeläcker,2024,9,27,19,14,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,30,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,31,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,32,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,33,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,34,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,35,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,36,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,37,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,38,"Strix aluco","Common Song"
"20240929_203000.WAV",0,Winkeläcker,2024,9,29,20,39,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,30,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,31,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,32,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,33,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,34,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,35,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,36,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,37,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,38,"Strix aluco","Common Song"
"20240928_073000.WAV",0,Winkeläcker,2024,9,28,7,39,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,10,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,11,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,12,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,13,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,14,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,15,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,16,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,17,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,18,"Strix aluco","Common Song"
"20240928_071000.WAV",0,Winkeläcker,2024,9,28,7,19,"Strix aluco","Common Song"
"20240929_074000.WAV",0,Winkeläcker,2024,9,29,7,40,"Strix aluco","Common Song"
