"rec","presence","site","year","month","day","hour","minute","species","songtype"
"20250211_081000.WAV",0,Rändli,2025,2,11,8,14,"Strix aluco","Common Song"
"20250211_081000.WAV",0,Rändli,2025,2,11,8,15,"Strix aluco","Common Song"
"20250211_081000.WAV",0,Rändli,2025,2,11,8,16,"Strix aluco","Common Song"
"20250211_081000.WAV",0,Rändli,2025,2,11,8,17,"Strix aluco","Common Song"
"20250211_081000.WAV",0,Rändli,2025,2,11,8,18,"Strix aluco","Common Song"
"20250211_081000.WAV",0,Rändli,2025,2,11,8,19,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,10,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,11,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,12,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,13,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,14,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,15,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,16,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,17,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,18,"Strix aluco","Common Song"
"20250211_071000.WAV",0,Rändli,2025,2,11,7,19,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,30,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,31,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,32,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,33,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,34,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,35,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,36,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,37,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,38,"Strix aluco","Common Song"
"20250206_183001.WAV",0,Rändli,2025,2,6,18,39,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,0,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,1,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,2,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,3,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,4,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,5,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,6,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,7,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,8,"Strix aluco","Common Song"
"20250211_080000.WAV",0,Rändli,2025,2,11,8,9,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,20,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,21,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,22,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,23,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,24,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,25,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,26,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,27,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,28,"Strix aluco","Common Song"
"20250210_192000.WAV",0,Rändli,2025,2,10,19,29,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,30,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,31,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,32,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,33,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,34,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,35,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,36,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,37,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,38,"Strix aluco","Common Song"
"20250205_183000.WAV",0,Rändli,2025,2,5,18,39,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,10,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,11,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,12,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,13,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,14,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,15,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,16,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,17,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,18,"Strix aluco","Common Song"
"20250210_181000.WAV",0,Rändli,2025,2,10,18,19,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,0,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,1,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,2,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,3,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,4,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,5,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,6,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,7,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,8,"Strix aluco","Common Song"
"20250211_090000.WAV",0,Rändli,2025,2,11,9,9,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,15,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,16,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,17,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,18,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,19,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,20,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,21,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,22,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,23,"Strix aluco","Common Song"
"20250209_191501.WAV",0,Rändli,2025,2,9,19,24,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,50,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,51,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,52,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,53,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,54,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,55,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,56,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,57,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,58,"Strix aluco","Common Song"
"20250211_085000.WAV",0,Rändli,2025,2,11,8,59,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,50,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,51,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,52,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,53,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,54,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,55,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,56,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,57,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,58,"Strix aluco","Common Song"
"20250211_075000.WAV",0,Rändli,2025,2,11,7,59,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,40,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,41,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,42,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,43,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,44,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,45,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,46,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,47,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,48,"Strix aluco","Common Song"
"20250211_084000.WAV",0,Rändli,2025,2,11,8,49,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,20,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,21,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,22,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,23,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,24,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,25,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,26,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,27,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,28,"Strix aluco","Common Song"
"20250210_082000.WAV",0,Rändli,2025,2,10,8,29,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,0,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,1,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,2,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,3,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,4,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,5,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,6,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,7,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,8,"Strix aluco","Common Song"
"20250210_200000.WAV",0,Rändli,2025,2,10,20,9,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,20,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,21,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,22,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,23,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,24,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,25,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,26,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,27,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,28,"Strix aluco","Common Song"
"20250210_072000.WAV",0,Rändli,2025,2,10,7,29,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,50,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,51,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,52,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,53,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,54,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,55,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,56,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,57,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,58,"Strix aluco","Common Song"
"20250210_195000.WAV",0,Rändli,2025,2,10,19,59,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,35,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,36,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,37,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,38,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,39,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,40,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,41,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,42,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,43,"Strix aluco","Common Song"
"20250209_083500.WAV",0,Rändli,2025,2,9,8,44,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,40,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,41,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,42,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,43,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,44,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,45,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,46,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,47,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,48,"Strix aluco","Common Song"
"20250210_194000.WAV",0,Rändli,2025,2,10,19,49,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,7,55,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,7,56,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,7,57,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,7,58,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,7,59,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,8,0,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,8,1,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,8,2,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,8,3,"Strix aluco","Common Song"
"20250209_075500.WAV",0,Rändli,2025,2,9,8,4,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,0,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,1,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,2,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,3,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,4,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,5,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,6,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,7,"Strix aluco","Common Song"
"20250210_190000.WAV",0,Rändli,2025,2,10,19,8,"Strix aluco","Common Song"
